row,contract_status,level,category,contract_code,contract_name,planning_code,planning_name,dev_rr,zerost_rr,opinion,client_feedback,extra_opinion,extracted_codes
124,,1,4. 관리자·본사 대시보드 (DASH & HQ),HQ-04,지점 리포트 (지점간 성과 비교),HQ-04,지점 성과 리포트 (매출·회원·수업 비교),Z,,,,,HQ-04
125,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-04-01,필터,Z,,,,,HQ-04-01
126,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-04-02,매출 성과,Z,,,,,HQ-04-02
127,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-04-03,회원 성과,Z,추가,회원 성과와 관련된 내용은 명시되지 않음,4월 계약시 기획문서에 포함된 내용,견적서_Rev4_통합버전기준_2026_0421.md 파일에선 확인되지 않는 내용,HQ-04-03
128,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-04-04,수업 성과,Z,논의필요,"MBR(회원관리)에 회원 종합 평가/운동이력 등 기능이 있는데 이를 통해 수업, 회원 성과를 보여주는 거면 
진행 가능합니다.","애매한 부분이 있으므로, 제로스트 추가 의견 필요
(인기 수업에 대한 정의는 기획 상세 필요)",,HQ-04-04
129,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-04-05,정렬,Z,,,,,HQ-04-05
130,,2,4. 관리자·본사 대시보드 (DASH & HQ),,,HQ-04-06,내보내기,Z,논의필요,어떤 걸 내보내기 하신다는 것인지? > 리포트의 경우 진행 가능합니다.,리포트에 대한 엑셀 / PDF로 다운로드 기능입니다.,,HQ-04-06
131,,1,5. 회원 관리 (MBR),MBR-01,회원 목록 (검색 / 필터 / 정렬 / 페이징),MBR-01,회원 목록 조회,Z,,,,,MBR-01
132,,2,5. 회원 관리 (MBR),,,MBR-01-01,요약 지표 카드 (4종),Z,,,,,MBR-01-01
133,,2,5. 회원 관리 (MBR),,,MBR-01-02,메인 탭 전환,Z,,,,,MBR-01-02
134,,2,5. 회원 관리 (MBR),,,MBR-01-03,상태별 서브탭,Z,,,,,MBR-01-03
135,,2,5. 회원 관리 (MBR),,,MBR-01-04,통합 검색 (이름·연락처),Z,,,,,MBR-01-04
136,,2,5. 회원 관리 (MBR),,,MBR-01-05,다중 필터,Z,,,,,MBR-01-05
137,,2,5. 회원 관리 (MBR),,,MBR-01-06,일괄 작업,Z,,,,,MBR-01-06
138,,2,5. 회원 관리 (MBR),,,MBR-01-07,회원 목록 테이블,Z,,,,,MBR-01-07
139,,2,5. 회원 관리 (MBR),,,MBR-01-08,페이지네이션,Z,,,,,MBR-01-08
140,,2,5. 회원 관리 (MBR),,,MBR-01-09,본사 통합 조회,Z,,,,,MBR-01-09
141,,2,5. 회원 관리 (MBR),,,MBR-01-10,엑셀 내보내기,Z,추가,엑셀 기능이 견적서에 명시되지 않음,,,MBR-01-10
142,,2,5. 회원 관리 (MBR),,,MBR-01-11,회원 추가 진입,Z,,,,,MBR-01-11
143,,2,5. 회원 관리 (MBR),,,MBR-01-12,삭제·탈퇴 회원 보기 + 복구,Z,,,,,MBR-01-12
144,,2,5. 회원 관리 (MBR),,,MBR-01-13,세그먼트 자동 분류 표시,Z,,,,,MBR-01-13
145,,1,5. 회원 관리 (MBR),MBR-02,회원 상세 (기본정보 · 상태 · 소속 · 이용권 · 결제 · 상담 · 메모 · 타임라인),MBR-02,회원 상세 (15개 탭),Z,,,,,MBR-02
146,,2,5. 회원 관리 (MBR),,,MBR-02-01,프로필 헤더 (고정),Z,,,,,MBR-02-01
147,,2,5. 회원 관리 (MBR),,,MBR-02-02,만료 알림 배너,Z,,,,,MBR-02-02
148,,2,5. 회원 관리 (MBR),,,MBR-02-03,헤더 6액션,Z,질문,6액션 관련 명시 없습니다. 6액션이 무엇인지 이해가 어렵습니다.,"기존 계약 포함 사항

답변: MBR-02-03 헤더 6액션은 회원 상세 상단에서 바로 실행하는 주요 작업입니다. 현재 기획상 회원 수정, 상담 등록, 결제/이용권 등록, 메시지 발송, 출석/이용 처리, 더보기 액션으로 정리됩니다.","기획 md 파일에선 확인되는 내용이지만 견적서에는 명시된 내용이 없습니다.
또한, 기획 md 파일에는 6액션 버튼이 수동출석/수정/상품구매/메시지/지점이관/탈퇴로 구성되며 피드백으로 받은 6액션 구성의 상담 등록, 결제/이용권 등록은 기획 파일과 다르다고 생각됩니다.",MBR-02-03
149,,2,5. 회원 관리 (MBR),,,MBR-02-19,홀딩 처리,Z,,,,,MBR-02-19
150,,2,5. 회원 관리 (MBR),,,MBR-02-20,탈퇴 처리,Z,,,,,MBR-02-20
151,,2,5. 회원 관리 (MBR),,,MBR-02-21,회원 삭제 (소프트),Z,,,,,MBR-02-21
152,,2,5. 회원 관리 (MBR),,,MBR-02-22,회원 복구,Z,,,,,MBR-02-22
153,,1,5. 회원 관리 (MBR),MBR-03,회원 등록 / 수정,MBR-03,회원 등록 (Step 1 / Step 2),Z,,,,,MBR-03
154,,2,5. 회원 관리 (MBR),,,MBR-03-01,단계 표시기,Z,,,,,MBR-03-01
155,,2,5. 회원 관리 (MBR),,,MBR-03-02,프로필 사진,Z,,,,,MBR-03-02
156,,2,5. 회원 관리 (MBR),,,MBR-03-03,Step 1 인적 사항,Z,,,,,MBR-03-03
157,,2,5. 회원 관리 (MBR),,,MBR-03-04,Step 1 관리 정보,Z,,,,,MBR-03-04
158,,2,5. 회원 관리 (MBR),,,MBR-03-05,Step 2 추가 정보,Z,,,,,MBR-03-05
159,,2,5. 회원 관리 (MBR),,,MBR-03-06,Step 2 기타 설정,Z,,,,,MBR-03-06
160,,2,5. 회원 관리 (MBR),,,MBR-03-07,하단 버튼,Z,,,,,MBR-03-07
161,,2,5. 회원 관리 (MBR),,,MBR-03-08,저장 + 결제 진입,Z,,,,,MBR-03-08
162,,2,5. 회원 관리 (MBR),,,MBR-03-09,이탈 확인,Z,,,,,MBR-03-09
163,,1,5. 회원 관리 (MBR),MBR-04,회원 상태 관리 (예비→활성→휴면→만료→이탈),MBR-01,회원 목록 조회,Z,,,,,"MBR-04, MBR-01"
164,,1,5. 회원 관리 (MBR),MBR-ADV-01,회원 상세 15개 탭 구현,MBR-02,회원 상세 (15개 탭),Z,질문,"(중복)15개 탭이 무엇인지 명시되지 않아, 문의드립니다.",,,"MBR-ADV-01, MBR-02"
165,,1,5. 회원 관리 (MBR),MBR-ADV-02,회원 지점 이관 (primary / owner 전용),MBR-ADV-02,회원 지점 이관,Z,,,,,MBR-ADV-02
166,,2,5. 회원 관리 (MBR),,,MBR-ADV-02-01,대상 회원 정보,Z,,,,,MBR-ADV-02-01
167,,2,5. 회원 관리 (MBR),,,MBR-ADV-02-02,체크리스트 자동 점검,Z,추가,체크리스트 관련 내용은 명시되지 않았습니다. 또한 무슨 항목을 점검 하는 건지 불명확합니다.,기존 계약 포함 사항,기획 md 파일에만 있고 견적서에 없는 내용임,MBR-ADV-02-02
168,,2,5. 회원 관리 (MBR),,,MBR-ADV-02-03,등급 시각 표시,Z,,,,,MBR-ADV-02-03
169,,2,5. 회원 관리 (MBR),,,MBR-ADV-02-04,이관 설정,Z,,,,,MBR-ADV-02-04
170,,2,5. 회원 관리 (MBR),,,MBR-ADV-02-05,이관 확인 모달 (DLG-M023),Z,,,,,MBR-ADV-02-05
171,,2,5. 회원 관리 (MBR),,,MBR-ADV-02-06,이관 후 처리,Z,,,,,MBR-ADV-02-06
172,,1,5. 회원 관리 (MBR),MBR-ADV-03,체성분 관리 (3경로 수집 + 차트),MBR-ADV-03,체성분 관리,Z,질문,"3경로가 무엇인지 명시되지 않아, 문의드립니다.","[판도 검토 답변 - 명확화]
답변: MBR-ADV-03 체성분 관리는 운영자 수기 입력, InBody 장비 자동 수집, 회원 모바일 자가 입력 3경로를 포함합니다.
TC 반영: 체중 20~300kg, 골격근량 5~80kg, 체지방률 3~60% 입력 검증, BMI=체중/신장², 체지방량=체중*체지방률, BMR 산식, 입력 경로 표시 TC를 반영합니다.","3경로의 의미는 확인되었습니다. 다만 계약서상 InBody 장비 SDK·회원 모바일 앱/Health Connect 네이티브 연동은 고객사 직접 개발 영역이고, 제로스트는 CRM 내 수기 입력, API 수신 범위로 제한하는 것이 적절해 보입니다.",MBR-ADV-03
173,,2,5. 회원 관리 (MBR),,,MBR-ADV-03-01,요약 통계 카드,Z,,,,,MBR-ADV-03-01
174,,2,5. 회원 관리 (MBR),,,MBR-ADV-03-02,변화 추이 차트,Z,,,,,MBR-ADV-03-02
175,,2,5. 회원 관리 (MBR),,,MBR-ADV-03-03,측정 기록 테이블,Z,,,,,MBR-ADV-03-03
176,,2,5. 회원 관리 (MBR),,,MBR-ADV-03-04,측정 추가 (DLG-M015),Z,,,,,MBR-ADV-03-04
177,,2,5. 회원 관리 (MBR),,,MBR-ADV-03-05,추이 분석 탭,Z,질문,추이 분석 탭이 차트 기능에 포함된 기능을 의미하는 것이 맞을까요?,"[판도 검토 답변 - 명확화]
답변: MBR-ADV-03-05 추이 분석 탭은 체성분 측정값의 기간별 변화를 그래프로 보는 탭입니다. 신규 데이터 항목 추가가 아니라 저장된 체성분 데이터의 시각화입니다.
TC 반영: 체중, 골격근량, 체지방률, BMI 추이, 측정일 기준 정렬, 기간 필터, 입력 경로 표시, 데이터 1건 이하일 때 안내 상태 TC를 반영합니다.","기능 의미는 확인되었습니다. 계약서상 상위 기능을 구현하기 위한 단순 화면 구성·필터·링크·표시 방식이면 범위 내 상세화로 볼 수 있습니다. 다만 피드백에 별도 산식/분석, 일괄 처리 부분은 고객사에서 제공해야 합니다.",MBR-ADV-03-05
178,,2,5. 회원 관리 (MBR),,,MBR-ADV-03-06,회원 상세 진입,Z,,,,,MBR-ADV-03-06
179,,1,5. 회원 관리 (MBR),MBR-ADV-04,운동프로그램 할당·관리,CLS-10,운동 프로그램 관리 (트레이너 맞춤 프로그램),Z,,,,,"MBR-ADV-04, CLS-10"
180,,2,5. 회원 관리 (MBR),,,CLS-10-01,프로그램 목록,Z,,,,,CLS-10-01
181,,2,5. 회원 관리 (MBR),,,CLS-10-02,프로그램 등록,Z,,,,,CLS-10-02
182,,2,5. 회원 관리 (MBR),,,CLS-10-03,동작 구성,Z,추가,운동 프로그램 할당이라고만 되어 있고 동작 구성에 관해서는 명시되지 않음,기존 계약 포함 사항,기획 md 파일에만 있는 내용이고 견적서에는 확인 안됨,CLS-10-03
183,,2,5. 회원 관리 (MBR),,,CLS-10-04,회원 배정,Z,,,,,CLS-10-04
184,,2,5. 회원 관리 (MBR),,,CLS-10-05,활성/비활성,Z,,,,,CLS-10-05
185,,2,5. 회원 관리 (MBR),,,CLS-10-06,필터,Z,,,,,CLS-10-06
186,,2,5. 회원 관리 (MBR),,,CLS-10-07,권장 프로그램,Z,추가,운동 프로그램 할당이라고만 되어 있고 권장 프로그램에 관한 내용은 없음,"추가 개발 요건- 개발제외: 기획의 특별한 이견이 없다면
(기획과 재확인 필요)
권장 프로그램이 운영자가 수동으로 선택하는 추천 템플릿이면 운동 프로그램 상세화입니다. 회원 상태를 분석해 자동 추천하는 로직이면 별도 추천 기능으로 추가 협의가 필요합니다.",,CLS-10-07
187,,2,5. 회원 관리 (MBR),,,CLS-10-08,권한 분기,Z,,,,,CLS-10-08
188,,1,5. 회원 관리 (MBR),MBR-ADV-05,종합평가 / 운동이력 관리,MBR-02,회원 상세 (15개 탭),Z,질문,(중복)15개 탭이 무엇인지 명시되지 않음,"[판도 검토 답변 - 명확화]
답변: MBR-02 회원 상세 15개 탭 관련 항목입니다. 이 행의 쟁점은 탭 수가 기능 추가인지 여부인데, 탭은 회원 상세 안의 정보 분류 방식이므로 독립 기능 추가로 보기는 어렵습니다.
TC 반영: 각 탭에 연결되는 원천 데이터, 권한, 빈 상태, 수정 가능 여부, 다른 화면 이동 링크를 TC에 반영합니다.","15개 탭이 추가 기능인지의 여부가 아니라, 견적서에 명시할 15개 탭의 구성 요소를 명확히 협의 하는 것이 필요합니다.","MBR-ADV-05, MBR-02"
189,,1,5. 회원 관리 (MBR),MBR-ADV-06,세그먼트 자동 판정 (활동중 / 준활동 / 휴면 / 만료예정 / 충성),MBR-EXT-04,세그먼트 관리 (조건 빌더),Z,,,,,"MBR-ADV-06, MBR-EXT-04"
190,,2,5. 회원 관리 (MBR),,,MBR-EXT-04-01,세그먼트 목록,Z,,,,,MBR-EXT-04-01
191,,2,5. 회원 관리 (MBR),,,MBR-EXT-04-02,세그먼트 생성,Z,,,,,MBR-EXT-04-02
192,,2,5. 회원 관리 (MBR),,,MBR-EXT-04-03,조건 빌더,Z,,,,,MBR-EXT-04-03
193,,2,5. 회원 관리 (MBR),,,MBR-EXT-04-04,미리보기,Z,,,,,MBR-EXT-04-04
194,,2,5. 회원 관리 (MBR),,,MBR-EXT-04-05,자동 갱신,Z,질문,자동갱신은이 만료일 자동 연장 기능과 동일한 기능인지?,"[판도 검토 답변 - 명확화]
답변: MBR-EXT-04-05 자동 갱신은 회원권 자동 연장이 아니라 세그먼트 조건을 주기적으로 다시 계산하는 기능입니다.
TC 반영: 실시간/매일/주간/월간 갱신 옵션, 매일 04:00, 주간 월요일 04:00, 월간 1일 04:00 기본 스케줄, 결과 캐시 24시간, 지금 재계산 버튼 TC를 반영합니다.",기능 확인했습니다.,MBR-EXT-04-05
195,,2,5. 회원 관리 (MBR),,,MBR-EXT-04-06,액션 연결,Z,질문,액션 연결이 어떤 목적이고 무엇을 하는 동작인지 명시되지 않음,"[판도 검토 답변 - 명확화]
답변: MBR-EXT-04-06 액션 연결은 세그먼트 결과에서 메시지, 쿠폰, 마일리지, 회원 목록으로 이동하는 연결 액션입니다.
TC 반영: 세그먼트 카드에서 SCR-071 메시지 발송, SCR-073 쿠폰, SCR-074 마일리지, 회원 목록 필터 이동, 선택 회원 수 전달 TC를 반영합니다.",기능 확인했습니다,MBR-EXT-04-06
196,,2,5. 회원 관리 (MBR),,,MBR-EXT-04-07,수정 / 삭제,Z,,,,,MBR-EXT-04-07
197,,2,5. 회원 관리 (MBR),,,MBR-EXT-04-08,자동 분류 (회원 목록 표시),Z,,,,,MBR-EXT-04-08
198,,1,5. 회원 관리 (MBR),MBR-ADV-07,홀딩 (일시정지) + 만료일 자동 연장,MBR-02,회원 상세 (15개 탭),Z,질문,(중복)15개 탭이 무엇인지 명시되지 않음,"[판도 검토 답변 - 명확화]
답변: MBR-02 회원 상세 15개 탭 관련 중복 질문입니다. 현재 기획에서는 회원 상세의 정보 구조로 포함되어 있으며 별도 추가 기능으로 분리하지 않습니다.
TC 반영: 탭별 표시 데이터, 편집 권한, 저장 후 반영, 변경 이력, 탭 직접 URL 진입 시 유효 회원 확인 TC를 반영합니다.","15개 탭이 추가 기능인지의 여부가 아니라, 견적서에 명시할 15개 탭의 구성 요소를 명확히 협의 하는 것이 필요합니다.","MBR-ADV-07, MBR-02"
199,,1,5. 회원 관리 (MBR),MBR-EXT-01,회원 병합 (Merge — 중복 계정 통합 · 이력 합치기),MBR-EXT-01,회원 병합 (중복 통합),Z,,,,,MBR-EXT-01
200,,2,5. 회원 관리 (MBR),,,MBR-EXT-01-01,중복 회원 검색,Z,,,,,MBR-EXT-01-01
201,,2,5. 회원 관리 (MBR),,,MBR-EXT-01-02,주/부 계정 지정,Z,질문,"주, 부계정의 개념이 무엇인지? (소속센터, 역할 등)","[판도 검토 답변 - 명확화]
답변: MBR-EXT-01-02 주/부 계정 지정은 통합 회원 중 살아남는 대표 계정과 병합되는 보조 계정을 정하는 기능입니다. 지점이나 권한의 주/부가 아닙니다.
TC 반영: 부계정의 이용권, 결제, 상담, 출석, 체성분, 메시지 이력을 주계정으로 이전하고, 부계정은 MERGED_INACTIVE 상태로 전환하는 TC를 반영합니다.","기능 확인했습니다. 
다만, 견적서에는 이용, 결제, 상담 등의 이력 이전과 관련된 언급은 없습니다.",MBR-EXT-01-02
202,,2,5. 회원 관리 (MBR),,,MBR-EXT-01-03,정보 비교 화면,Z,,,,,MBR-EXT-01-03
203,,2,5. 회원 관리 (MBR),,,MBR-EXT-01-04,병합 항목 선택,Z,,,,,MBR-EXT-01-04
204,,2,5. 회원 관리 (MBR),,,MBR-EXT-01-05,병합 후 처리 안내,Z,,,,,MBR-EXT-01-05
205,,2,5. 회원 관리 (MBR),,,MBR-EXT-01-06,최종 확인 (DLG-M028),Z,,,,,MBR-EXT-01-06
206,,1,5. 회원 관리 (MBR),MBR-EXT-02,가족 회원 관리 (그룹 묶기 · 가족 할인 · 통합 결제),MBR-EXT-02,가족 회원 그룹 관리,Z,,,,,MBR-EXT-02
207,,2,5. 회원 관리 (MBR),,,MBR-EXT-02-01,가족 그룹 목록,Z,,,,,MBR-EXT-02-01
208,,2,5. 회원 관리 (MBR),,,MBR-EXT-02-02,그룹 상세,Z,,,,,MBR-EXT-02-02
209,,2,5. 회원 관리 (MBR),,,MBR-EXT-02-03,그룹 생성,Z,,,,,MBR-EXT-02-03
210,,2,5. 회원 관리 (MBR),,,MBR-EXT-02-04,구성원 추가 (DLG-M029),Z,,,,,MBR-EXT-02-04
211,,2,5. 회원 관리 (MBR),,,MBR-EXT-02-05,구성원 제거,Z,,,,,MBR-EXT-02-05
212,,2,5. 회원 관리 (MBR),,,MBR-EXT-02-06,가족 단위 요약,Z,추가,"1. 어떤 정보를 요약하는지 확정 필요.
2. 가족 회원 관리에 그룹 묶기 가족 할인, 통합 결제 등 기능은 따로 견적서에 명시되지 않음.",기존 계약 포함 사항,확인했습니다,MBR-EXT-02-06
213,,2,5. 회원 관리 (MBR),,,MBR-EXT-02-07,그룹 삭제,Z,,,,,MBR-EXT-02-07
214,,1,5. 회원 관리 (MBR),MBR-EXT-03,회원 등급 관리 (규칙 커스터마이징 · 등급별 혜택),MBR-EXT-03,회원 등급 체계 관리,Z,,,,,MBR-EXT-03
215,,2,5. 회원 관리 (MBR),,,MBR-EXT-03-01,등급 목록 패널,Z,,,,,MBR-EXT-03-01
216,,2,5. 회원 관리 (MBR),,,MBR-EXT-03-02,등급 기준 설정,Z,질문,등급 기준은 고객사에서 제공 필요,"[판도 검토 답변 - 명확화]
답변: MBR-EXT-03-02 등급 기준 설정은 회원 등급을 누적 결제액, 총 이용 개월, 출석 횟수 기준으로 산정하는 정책 설정입니다.
TC 반영: 기준별 이상/미만 조건, AND/OR 조합, 신규 회원 기본 Bronze, 재계산 시점, 등급 변경 이력 TC를 반영합니다.",정책 결정 후 전달 받으면 구현 가능합니다.,MBR-EXT-03-02
217,,2,5. 회원 관리 (MBR),,,MBR-EXT-03-03,등급별 혜택 설정,Z,질문,혜택 목록은 고객사에서 제공 필요,"[판도 검토 답변 - 명확화]
답변: MBR-EXT-03-03 등급별 혜택 설정은 회원 등급별 마일리지 적립률과 할인율을 지정하는 기능입니다.
TC 반영: 마일리지 0~10%, 할인율 0~100% 범위 검증, 상품/이용권 적용 범위, 혜택 변경 이력, 기존 회원 재계산 TC를 반영합니다.",적립률 할인율 정책 결정 후 전달 받으면 구현 가능합니다.,MBR-EXT-03-03
218,,2,5. 회원 관리 (MBR),,,MBR-EXT-03-04,자동 갱신 주기,Z,,,,,MBR-EXT-03-04
219,,2,5. 회원 관리 (MBR),,,MBR-EXT-03-05,등급별 회원 현황,Z,,,,,MBR-EXT-03-05
220,,2,5. 회원 관리 (MBR),,,MBR-EXT-03-06,저장 + 적용,Z,,,,,MBR-EXT-03-06
221,,2,5. 회원 관리 (MBR),,,MBR-EXT-03-07,등급 수동 변경 (DLG-M030),Z,,,,,MBR-EXT-03-07
222,,1,5. 회원 관리 (MBR),MBR-EXT-04,회원 세그먼트 관리 (자동 분류 규칙 · 그룹 메시지),MBR-EXT-04,세그먼트 관리 (조건 빌더),Z,질문,분류 규칙은 고객사에서 제공 필요,"[판도 검토 답변 - 명확화]
답변: MBR-EXT-04 세그먼트 관리는 회원 조건을 기준으로 자동 그룹을 만드는 기능입니다. 현재 기본 세그먼트는 신규, 만료후미등록, 이탈위험, 만료임박, 관심필요, 충성, 활발 7종입니다.
TC 반영: 각 세그먼트 조건, 우선순위(이탈위험 > 만료임박 > 신규 > 충성 > 활발 > 관심필요 > 만료후미등록), 자동 갱신, 수동 재계산, 대상 목록 TC를 반영합니다.","이탈 위험 기준, 만료 임박 기준, 충성 기준 등 명확히 정리한 후 전달 받으면 구현 가능합니다.",MBR-EXT-04
223,,1,6. 상담 CRM / 리드 관리 (CRM),CRM-01,리드 목록 (유입경로 · 단계 · 담당자),CRM-01,리드 관리 (잠재 고객 + 칸반 DnD),Z,질문,CRM 구성을 어떻게 할 것인지는 고객사 측에서 결정 필요.,"[판도 검토 답변 - 명확화]
답변: CRM-01 리드 관리는 신규DB/상담DB 기반의 리드 수집, 단계 관리, 담당자 배정 기능입니다. 현재 단계는 신규, 연락완료, 상담예정, 방문완료, 등록완료, 미전환, 보류 7단계입니다.
TC 반영: 유입경로 9종, 문의유형 WI/TI/체험/일일입장, 상담방식 대면/유선/부재, 드래그앤드롭 단계 변경, 상세 패널 TC를 반영합니다.","CRM 리드 목록이 견적서에 적혀 있긴 하지만 상세 내용은 없음. 
또한, 기획 md 파일에도 리드 목록 테이블은 문의일, 이름, 연락처 등 상담 정보 테이블로 정의되어 있기 때문에 피드백 내용의 리드 수집, 담당자 배정 기능은 관련 없다고 판단됨",CRM-01
224,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-01,요약 지표 카드,Z,,,,,CRM-01-01
225,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-02,상태 분포,Z,,,,,CRM-01-02
226,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-03,필터,Z,,,,,CRM-01-03
227,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-04,뷰 전환,Z,,,,,CRM-01-04
228,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-05,리드 목록,Z,,,,,CRM-01-05
229,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-06,칸반 DnD,Z,,,,,CRM-01-06
230,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-07,상담 상세 패널,Z,,,,,CRM-01-07
231,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-08,리드 등록,Z,,,,,CRM-01-08
232,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-09,리드 수정,Z,,,,,CRM-01-09
233,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-10,리드 삭제,Z,,,,,CRM-01-10
234,,2,6. 상담 CRM / 리드 관리 (CRM),,,CRM-01-11,데이터 매핑,Z,논의필요,어떤 식으로 매핑할 것인지 명시되지 않음. API 연동이 필요할 시 추가 개발로 판단됨,"(중복 항목) 항목삭제 : 리드 필터, 리드 목록에 포함되는 항목)",,CRM-01-11
235,,1,6. 상담 CRM / 리드 관리 (CRM),CRM-02,리드 등록 / 수정,CRM-01,리드 관리 (잠재 고객 + 칸반 DnD),Z,,,,,"CRM-02, CRM-01"
236,,1,6. 상담 CRM / 리드 관리 (CRM),CRM-03,상담 상세 (메모 · 후속 액션 · 단계 변경 이력),CRM-01,리드 관리 (잠재 고객 + 칸반 DnD),Z,,,,,"CRM-03, CRM-01"
237,,1,6. 상담 CRM / 리드 관리 (CRM),CRM-04,파이프라인 뷰 (보드 / 리스트) + 드래그앤드롭,CRM-01,리드 관리 (잠재 고객 + 칸반 DnD),Z,,,,,"CRM-04, CRM-01"
238,,1,7. 상품 및 이용권 관리 (PRD),PRD-01,상품 목록 및 등록 / 수정 (가격 · 기간 · 횟수 · 환불 정책),PRD-01,상품 관리 (목록 + 분류 + 전 지점 배포),Z,,,,,PRD-01
239,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-01-01,통계 카드,Z,,,,,PRD-01-01
240,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-01-02,3단계 필터,Z,질문,3단계가 무엇인지 명시되지 않음,"[판도 검토 답변 - 명확화]
답변: PRD-01-02 3단계 필터는 상품 목록에서 상품을 빠르게 찾기 위한 필터 구조입니다. 상품 유형 탭, 대분류, 세부분류의 3단계입니다.
TC 반영: 상품 유형 탭(전체/회원권/수강권/대여권/일반), 대분류(전체/이용권/PT/GX/상품/서비스), 세부분류 동적 노출, 필터 초기화, 검색어 동시 적용 TC를 반영합니다.","기능 확인했습니다.
다만, 견적서에는 PRD-01의 내용이 '상품 목록·등록/수정' 이라고만 적혀있고 3단계 필터에 관한 내용은 없습니다.",PRD-01-02
241,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-01-03,상품 검색,Z,,,,,PRD-01-03
242,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-01-04,상품 목록 테이블,Z,,,,,PRD-01-04
243,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-01-05,분류 관리 탭,Z,,,,,PRD-01-05
244,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-01-06,상품 등록 진입,Z,,,,,PRD-01-06
245,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-01-07,전 지점 배포,Z,,,,,PRD-01-07
246,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-01-08,Excel 다운로드,Z,추가,엑셀 기능은 명시되지 않음,,,PRD-01-08
247,,1,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01,상품 등록 / 수정 (모달형 패널),Z,추가,견적서에는 PRD-EXT를 제외했다고 했으나 기능리스트에 포함됨 해당 이류로 아래 항목들 모두 추가 건으로 분류하였습니다.,"기획 코드(PRD-EXT-01,02)는 계약코드(PRD-01)에 포함 된 기능)","PRD-EX-01은 PRD-01에 포함으로 볼 수 있으나, PRD-EXT-02 상품 상세 패널은 견적서에 명시되지 않음.",PRD-EXT-01
248,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01-01,상품 구분,Z,추가,,,,PRD-EXT-01-01
249,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01-02,기본 정보,Z,추가,,,,PRD-EXT-01-02
250,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01-03,요일·시간,Z,추가,,,,PRD-EXT-01-03
251,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01-04,옵션 설정,Z,추가,,,,PRD-EXT-01-04
252,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01-05,패키지 구성,Z,추가,,,,PRD-EXT-01-05
253,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01-06,저장 처리,Z,추가,,,,PRD-EXT-01-06
254,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01-07,가져오기,Z,추가,,,,PRD-EXT-01-07
255,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01-08,삭제 / 비활성,Z,추가,,,,PRD-EXT-01-08
256,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01-09,작업 취소,Z,추가,,,,PRD-EXT-01-09
257,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-01-10,이미지 업로드,Z,추가,,,,PRD-EXT-01-10
258,,1,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-02,상품 상세 패널 (조회 + 가격 이력 + 판매 현황),Z,추가,,,,PRD-EXT-02
259,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-02-01,헤더,Z,추가,,,,PRD-EXT-02-01
260,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-02-02,기본 정보,Z,추가,,,,PRD-EXT-02-02
261,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-02-03,요일·시간,Z,추가,,,,PRD-EXT-02-03
262,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-02-04,옵션 현황,Z,추가,,,,PRD-EXT-02-04
263,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-02-05,패키지 구성,Z,추가,,,,PRD-EXT-02-05
