key,label,kind,values,count,file,line,heading,raw
generic::SCR-S002::상품 카드 그리드,상품 카드 그리드,generic,수강권 / 락커 / 운동복 / 일반 / 상품명 / 기간 / 횟수 / 현금가,,D03-매출관리/매출관리.md,145,D03-매출관리 매출관리 > SCR-S002 POS 판매 > 2. UI 구성,"- 상품 카드 그리드: 카테고리별 상품을 카드 형태로 나열합니다. 각 카드에는 상품 유형 배지(회원권·수강권·락커·운동복·일반), 상품명, 기간, 횟수, 현금가, 카드가가 표시됩니다. 클릭하면 장바구니에 추가됩니다."
generic::SCR-S002::장바구니 패널 (우측 하단),장바구니 패널 (우측 하단),generic,담긴 상품 목록 / 수량 조절 / 현금 / 개별 상품 삭제 / 전체 삭제 버튼이 있습니다,,D03-매출관리/매출관리.md,147,D03-매출관리 매출관리 > SCR-S002 POS 판매 > 2. UI 구성,"- 장바구니 패널 (우측 하단): 담긴 상품 목록, 수량 조절(-/+), 현금/카드 가격 유형 전환, 개별 상품 삭제, 전체 삭제 버튼이 있습니다. 여러 항목 선택 시 ""일괄 변경""으로 가격 정책·판매 담당자·판매 메모를 묶어서 바꿀 수 있습니다. 장바구니가 비어있으면 빈 상태 안내를 표시합니다."
generic::SCR-S002::귀속 요약 바,귀속 요약 바,generic,장바구니 하단에 상품 정책 기준 결제지점 / 이용지점 / 매출 귀속 지점 / 정산 지점 / 인센티브 귀속자 기본값을 요약 표시,,D03-매출관리/매출관리.md,148,D03-매출관리 매출관리 > SCR-S002 POS 판매 > 2. UI 구성,- 귀속 요약 바: 장바구니 하단에 상품 정책 기준 결제지점 / 이용지점 / 매출 귀속 지점 / 정산 지점 / 인센티브 귀속자 기본값을 요약 표시합니다. 법인/홈&오피스/주말/통합 회원권이 포함되면 경고 배지를 함께 노출합니다.
generic::SCR-S003::현장 결제 등록 정보,현장 결제 등록 정보,generic,결제수단별 수납 행을 / 현금 / 계좌이체 / 금액 / 승인번호 / 이체확인번호 / 승인시각 / 영수증 파일 / 메모를 입력 / PDF 첨부를 기준으로,1,D03-매출관리/매출관리.md,247,D03-매출관리 매출관리 > SCR-S003 결제 처리 > 2. UI 구성,- 현장 결제 등록 정보: 결제수단별 수납 행을 1개 이상 입력합니다. 각 행에는 결제수단(카드/현금/계좌이체) / 금액 / 승인번호 또는 이체확인번호 / 승인시각 / 영수증 파일 / 메모를 입력합니다. 영수증 파일은 필수이며 이미지/PDF 첨부를 기준으로 합니다.
generic::SCR-S003::혼합결제 입력 그리드,혼합결제 입력 그리드,generic,현금 / 계좌이체 / 계좌이체 조합을 모두 허용,,D03-매출관리/매출관리.md,248,D03-매출관리 매출관리 > SCR-S003 결제 처리 > 2. UI 구성,"- 혼합결제 입력 그리드: 카드+현금, 카드+계좌이체, 현금+계좌이체, 카드+현금+계좌이체 조합을 모두 허용합니다. 포인트 사용액은 혼합결제 행과 별도 필드로 관리합니다."
generic::SCR-S003::전자계약 후속 선택,전자계약 후속 선택,generic,"현장 결제 등록 완료 직후 ""계약서 미작성 / 계약서 작성"" 선택 단계를 노출",,D03-매출관리/매출관리.md,261,D03-매출관리 매출관리 > SCR-S003 결제 처리 > 2. UI 구성,"- 전자계약 후속 선택: 현장 결제 등록 완료 직후 ""계약서 미작성 / 계약서 작성"" 선택 단계를 노출합니다. 계약서 작성 선택 시 강습 / 개인락커 / 양도 / 회원권 / 일일이용 유형 중 맞는 계약서를 고릅니다."
generic::SCR-S004::최상위 탭 (3개),최상위 탭 (3개),generic,전체 통계 / 직군별 / 담당자별을 전환,3,D03-매출관리/매출관리.md,363,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,"- 최상위 탭 (3개): 전체 통계 / 직군별 / 담당자별을 전환합니다. 담당자별 탭은 총매출, 신규 매출, 재등록 매출, 기타 매출, 판매 건수, 평균 단가를 함께 표시합니다."
generic::SCR-S004::날짜 필터 (전체 통계 탭),날짜 필터 (전체 통계 탭),generic,이번 달 / 지난 달 / 최근 3개월 / 최근 6개월 / 올해 프리셋 버튼 / 시작일~종료일 직접 입력 / 조회 버튼을 제공,3,D03-매출관리/매출관리.md,364,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,"- 날짜 필터 (전체 통계 탭): 이번 달·지난 달·최근 3개월·최근 6개월·올해 프리셋 버튼과 시작일~종료일 직접 입력, 조회 버튼을 제공합니다."
generic::SCR-S004::하위 탭 (전체 통계 탭),하위 탭 (전체 통계 탭),generic,상품별 / 상품타입별 / 결제수단별 / 종목별 / 개월별 / GX종목별 / 법인권을 선택,,D03-매출관리/매출관리.md,365,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,- 하위 탭 (전체 통계 탭): 상품별 / 상품타입별 / 결제수단별 / 종목별 / 개월별 / GX종목별 / 법인권을 선택합니다. 각 탭 선택에 따라 차트 유형이 달라집니다.
gx_subcategories,GX 세부종목,canonical,GX 기타 / 필라테스 / 스피닝 / 요가 / 줌바,5,D03-매출관리/매출관리.md,369,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,"- GX종목별: 상품 마스터 category=LESSON_PASS, lessonType=GX, subCategory 기준의 요가·필라테스·스피닝·줌바·GX 기타 5종 분포 차트"
generic::SCR-S004::집계 테이블,집계 테이블,generic,분석 항목명 / 판매 건수 / 매출액 / 비율(%,,D03-매출관리/매출관리.md,372,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,"- 집계 테이블: 분석 항목명 / 판매 건수 / 매출액 / 비율(%) 컬럼으로 구성됩니다. 담당자별 탭에서는 신규 매출, 재등록 매출, 기타 매출, 평균 단가 컬럼이 추가됩니다."
generic::SCR-S005::필터 드롭다운 (4종),필터 드롭다운 (4종),generic,수업 유형 / 담당자 / 구분 / 회원 상태,4,D03-매출관리/매출관리.md,455,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,- 필터 드롭다운 (4종): 수업 유형 / 담당자 / 구분 / 회원 상태 필터를 선택합니다. 각 드롭다운의 선택지는 기간·지점·계정 권한 범위에서 조회 가능한 데이터의 고유값으로 동적으로 생성됩니다.
class_types,수업 유형,canonical,PT / GX / 골프 / 기타,,D03-매출관리/매출관리.md,456,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,- 수업 유형: 전체 + PT / GX / 골프 / 기타 중 해당 데이터에 존재하는 값만 표시합니다.
generic::SCR-S005::구분,구분,generic,통계 테이블의 구분 / 재등록 / 휴면복귀 / 종목추가 / 업그레이드 / 기타 기준을 사용,,D03-매출관리/매출관리.md,458,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,- 구분: 전체 + 통계 테이블의 구분 컬럼에 존재하는 값을 표시합니다. 매출현황 탭은 신규 / 재등록 / 휴면복귀 / 종목추가 / 업그레이드 / 기타 기준을 사용합니다.
generic::SCR-S005::현황 탭 (4개),현황 탭 (4개),generic,수업현황 / 매출현황 / 예약현황 / 이용현황을,4,D03-매출관리/매출관리.md,461,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,- 현황 탭 (4개): 수업현황 / 매출현황 / 예약현황 / 이용현황을 탭으로 전환합니다. 탭에 따라 동일한 데이터에서 해당 유형의 행만 걸러 보여줍니다.
generic::SCR-S005::통계 테이블,통계 테이블,generic,일자 / 담당자 / 회원명 / 성별 / 휴대폰 / 구분 / 판매금액 / 할인금액 / 받을금액(VAT 제외 순매출 / 현금 / 계좌이체 / 마일리지(포인트) 사용액 / 미수발생 / 미수입금 / 받은금액 / 비고,17,D03-매출관리/매출관리.md,462,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,"- 통계 테이블: 일자 / 담당자 / 회원명 / 성별 / 휴대폰 / 구분 / 판매금액 / 할인금액 / 받을금액(VAT 제외 순매출) / 카드 / 현금 / 계좌이체 / 마일리지(포인트) 사용액 / 미수발생 / 미수입금 / 받은금액 / 비고, 총 17개 컬럼을 제공합니다."
generic::SCR-S005::신규 버튼,신규 버튼,generic,신규 데이터를 등록하지 않고 모든 / 조회 결과를 초기화,,D03-매출관리/매출관리.md,471,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,"- 신규 버튼: 신규 데이터를 등록하지 않고 모든 필터와 조회 결과를 초기화합니다. 기간은 이번 달, 필터는 전체, 현황 탭은 기본 탭(수업현황), 테이블은 빈 상태로 되돌립니다."
generic::SCR-S006::요약 지표 카드 (4개),요약 지표 카드 (4개),generic,총 선수익금 / 인식 완료 금액 / 잔여 선수익금 / 이번 달 인식 예정 금액을 상단에 표시,4,D03-매출관리/매출관리.md,561,D03-매출관리 매출관리 > SCR-S006 선수익금 조회 > 2. UI 구성,- 요약 지표 카드 (4개): 총 선수익금 / 인식 완료 금액 / 잔여 선수익금 / 이번 달 인식 예정 금액을 상단에 표시합니다.
generic::SCR-S006::선수익금 목록 테이블,선수익금 목록 테이블,generic,회원명 / 상품명 / 총액 / 인식 완료 / 잔여 / 시작일 / 종료일 / 진행률,8,D03-매출관리/매출관리.md,563,D03-매출관리 매출관리 > SCR-S006 선수익금 조회 > 2. UI 구성,"- 선수익금 목록 테이블: 회원명 / 상품명 / 총액 / 인식 완료 / 잔여 / 시작일 / 종료일 / 진행률, 총 8개 컬럼을 제공합니다."
generic::SCR-S007::요약 지표 카드 (4개),요약 지표 카드 (4개),generic,이번 달 환불 총액 / 환불 건수 / 평균 환불액 / 위약금 합계를 상단에 표시,4,D03-매출관리/매출관리.md,656,D03-매출관리 매출관리 > SCR-S007 환불 관리 > 2. UI 구성,- 요약 지표 카드 (4개): 이번 달 환불 총액 / 환불 건수 / 평균 환불액 / 위약금 합계를 상단에 표시합니다.
generic::SCR-S007::환불 목록 테이블,환불 목록 테이블,generic,No / 환불일 / 회원명 / 상품명 / 환불금액 / 차감금 / 위약금 / 실환불액 / 환불방법 / 결제경로 / 원결제ID / 결제지점 / 이용지점 / 매출 귀속 지점 / 정산 지점 / 인센티브 귀속자 / 사유 / 처리자 / 상태,,D03-매출관리/매출관리.md,659,D03-매출관리 매출관리 > SCR-S007 환불 관리 > 2. UI 구성,- 환불 목록 테이블: No / 환불일 / 회원명 / 상품명 / 환불금액 / 차감금 / 위약금 / 실환불액 / 환불방법 / 결제경로 / 원결제ID / 결제지점 / 이용지점 / 매출 귀속 지점 / 정산 지점 / 인센티브 귀속자 / 사유 / 처리자 / 상태 컬럼을 제공합니다.
generic::SCR-S007::상태 배지,상태 배지,generic,완료(초록 / 처리중(노랑 / 거절(빨강) 색상으로 구분,,D03-매출관리/매출관리.md,661,D03-매출관리 매출관리 > SCR-S007 환불 관리 > 2. UI 구성,- 상태 배지: 완료(초록) / 처리중(노랑) / 거절(빨강) 색상으로 구분합니다.
generic::SCR-S007::원판매 담당자별 환불 책임 탭,원판매 담당자별 환불 책임 탭,generic,환불 처리자 / 별도로 원매출 판매 귀속 담당자별 환불 건수 / 환불 금액 / 위약금 합계 / 원매출 대비 환불률을 표시,,D03-매출관리/매출관리.md,663,D03-매출관리 매출관리 > SCR-S007 환불 관리 > 2. UI 구성,"- 원판매 담당자별 환불 책임 탭: 환불 처리자와 별도로 원매출 판매 귀속 담당자별 환불 건수, 환불 금액, 위약금 합계, 원매출 대비 환불률을 표시합니다."
generic::SCR-S008::요약 지표 카드 (4개),요약 지표 카드 (4개),generic,미수금 총액 / 미수금 건수 / 본사 정책 기준 연체 알림 대상 건수 / 이번 달 회수액을 상단에 표시,4,D03-매출관리/매출관리.md,743,D03-매출관리 매출관리 > SCR-S008 미수금 관리 > 2. UI 구성,- 요약 지표 카드 (4개): 미수금 총액 / 미수금 건수 / 본사 정책 기준 연체 알림 대상 건수 / 이번 달 회수액을 상단에 표시합니다. HQ-09 결제기한 만료 본사 정책 step에서 설정한 N일 기준에 해당하는 건이 있을 때 해당 카드에 경고 강조 테두리가 표시됩니다.
generic::SCR-S008::상태 탭 (5개),상태 탭 (5개),generic,미결제 / 일부결제 / 연체 / 완료,5,D03-매출관리/매출관리.md,744,D03-매출관리 매출관리 > SCR-S008 미수금 관리 > 2. UI 구성,- 상태 탭 (5개): 전체 / 미결제 / 일부결제 / 연체 / 완료 탭을 제공하며 각 탭에 해당 건수 배지가 표시됩니다. 결제링크 발송만 된 건은 이 탭에 포함하지 않습니다.
generic::SCR-S008::미수금 목록 테이블,미수금 목록 테이블,generic,No / 회원명 / 상품명 / 발생 유형 / 원결제ID / 미수금액 / 결제 기한 / 상태 / 메모 / 등록일 / 액션,,D03-매출관리/매출관리.md,746,D03-매출관리 매출관리 > SCR-S008 미수금 관리 > 2. UI 구성,- 미수금 목록 테이블: No / 회원명 / 상품명 / 발생 유형 / 원결제ID / 미수금액 / 결제 기한 / 상태 / 메모 / 등록일 / 액션 컬럼을 제공합니다.
generic::SCR-S008::상태 배지,상태 배지,generic,완료(초록 / 연체(빨강 / 일부결제(노랑 / 미결제(기본) 색상으로 구분,,D03-매출관리/매출관리.md,749,D03-매출관리 매출관리 > SCR-S008 미수금 관리 > 2. UI 구성,- 상태 배지: 완료(초록) / 연체(빨강) / 일부결제(노랑) / 미결제(기본) 색상으로 구분합니다.
generic::SCR-S008::발생 유형,발생 유형,generic,계약금 잔액 / 수기 분할 / 정기 할부 미납 중 하나를 표시,,D03-매출관리/매출관리.md,750,D03-매출관리 매출관리 > SCR-S008 미수금 관리 > 2. UI 구성,"- 발생 유형: 계약금 잔액, 수기 분할, 정기 할부 미납 중 하나를 표시합니다."
generic::SCR-S008::액션 컬럼,액션 컬럼,generic,상태 변경 드롭다운 / 메모 편집 버튼을 제공,,D03-매출관리/매출관리.md,751,D03-매출관리 매출관리 > SCR-S008 미수금 관리 > 2. UI 구성,"- 액션 컬럼: 상태 변경 드롭다운, 메모 편집 버튼을 제공합니다."
generic::SCR-S009::요약 지표 카드 (4개),요약 지표 카드 (4개),generic,진행 중인 할부 계약 수 / 이번 달 납입 예정 건수 / 이번 달 납입 완료 건수 / 미납 총액을 상단에 표시,4,D03-매출관리/매출관리.md,837,D03-매출관리 매출관리 > SCR-S009 할부결제 관리 > 2. UI 구성,- 요약 지표 카드 (4개): 진행 중인 할부 계약 수 / 이번 달 납입 예정 건수 / 이번 달 납입 완료 건수 / 미납 총액을 상단에 표시합니다. 각 카드는 클릭 시 같은 화면의 계약 목록 필터를 자동 적용합니다.
generic::SCR-S009::상태 탭,상태 탭,generic,진행중 / 완납 / 미납,,D03-매출관리/매출관리.md,838,D03-매출관리 매출관리 > SCR-S009 할부결제 관리 > 2. UI 구성,"- 상태 탭: 전체 / 진행중 / 완납 / 미납 탭으로 계약 목록을 구분합니다. 진행중·완납·미납은 서로 중복되지 않으며, 미납 회차가 1건 이상 있으면 미납 탭에 우선 분류합니다."
generic::SCR-S009::할부 계약 목록 테이블,할부 계약 목록 테이블,generic,회원명 / 상품명 / 계약 출처 / 선납금 / 총 할부 금액 / 납입 완료 금액 / 잔여 금액 / 총 회차 / 납입 회차 / 다음 납입일 / 상태,11,D03-매출관리/매출관리.md,840,D03-매출관리 매출관리 > SCR-S009 할부결제 관리 > 2. UI 구성,"- 할부 계약 목록 테이블: 회원명 / 상품명 / 계약 출처 / 선납금 / 총 할부 금액 / 납입 완료 금액 / 잔여 금액 / 총 회차 / 납입 회차 / 다음 납입일 / 상태, 총 11개 컬럼을 제공합니다."
generic::SCR-S010::요약 지표 카드 (3개),요약 지표 카드 (3개),generic,이번 달 발행 건수 / 이번 달 발행 총액 / 미발행 대기 건수를 상단에 표시,3,D03-매출관리/매출관리.md,975,D03-매출관리 매출관리 > SCR-S010 세금계산서 발행 > 2. UI 구성,- 요약 지표 카드 (3개): 이번 달 발행 건수 / 이번 달 발행 총액 / 미발행 대기 건수를 상단에 표시합니다.
generic::SCR-S010::발행 탭 / 이력 탭,발행 탭 / 이력 탭,generic,발행 / 이력,,D03-매출관리/매출관리.md,976,D03-매출관리 매출관리 > SCR-S010 세금계산서 발행 > 2. UI 구성,"- 발행 탭 / 이력 탭: 발행 탭에서 세금계산서 발행을 처리하고, 이력 탭에서 기발행된 세금계산서 목록을 조회합니다."
generic::SCR-S010::발행 대상 조회,발행 대상 조회,generic,세금계산서 발행이 필요한 결제 건을 기간 / 상태,,D03-매출관리/매출관리.md,977,D03-매출관리 매출관리 > SCR-S010 세금계산서 발행 > 2. UI 구성,- 발행 대상 조회: 세금계산서 발행이 필요한 결제 건을 기간·상태 필터로 조회합니다.
generic::SCR-S010::발행 이력 테이블,발행 이력 테이블,generic,발행일 / 공급받는 자 / 공급가액 / 부가세 / 합계 / 상태 / 액션,7,D03-매출관리/매출관리.md,979,D03-매출관리 매출관리 > SCR-S010 세금계산서 발행 > 2. UI 구성,"- 발행 이력 테이블: 발행일 / 공급받는 자 / 공급가액 / 부가세 / 합계 / 상태 / 액션, 총 7개 컬럼을 제공합니다. 상태 배지로 발행 완료·전송 완료·오류·취소 발행을 구분합니다."
generic::SCR-S011::요약 지표 카드 (4개),요약 지표 카드 (4개),generic,이번 달 예측 매출 / 목표 달성률 / 전월 대비 증감 / 이번 분기 누적 매출을 상단에 표시,4,D03-매출관리/매출관리.md,1086,D03-매출관리 매출관리 > SCR-S011 매출 예측 > 2. UI 구성,- 요약 지표 카드 (4개): 이번 달 예측 매출 / 목표 달성률 / 전월 대비 증감 / 이번 분기 누적 매출을 상단에 표시합니다.
generic::SCR-S012::혼합결제 환불 분해표,혼합결제 환불 분해표,generic,현금 / 계좌이체 / 마일리지(포인트)별 원수납액 / 기환불액 / 이번 환불 배분액 / 잔여 환불 가능액을 행 단위로 보여줍니다,,D03-매출관리/매출관리.md,1177,D03-매출관리 매출관리 > SCR-S012 결제 취소 / 부분 환불 > 2. UI 구성,"- 혼합결제 환불 분해표: 카드/현금/계좌이체/마일리지(포인트)별 원수납액, 기환불액, 이번 환불 배분액, 잔여 환불 가능액을 행 단위로 보여줍니다. 수단별 자동 분해 정책 확정 전에는 환불 수단과 배분 메모를 수기로 기록합니다."
generic::SCR-S012::환불 처리 전 최종 확인 팝업,환불 처리 전 최종 확인 팝업,generic,환불 대상 결제 / 환불 유형 / 기사용 차감금 / 위약금 / 기환불 누계 / 이번 환불 가능액 / 최종 환불액 / 환불 사유 / 환불 수단 / 외부 처리 증빙 / 쿠폰 / 마일리지 복원 내역을 최종 확인,,D03-매출관리/매출관리.md,1186,D03-매출관리 매출관리 > SCR-S012 결제 취소 / 부분 환불 > 2. UI 구성,"- 환불 처리 전 최종 확인 팝업: 환불 대상 결제, 환불 유형, 기사용 차감금, 위약금, 기환불 누계, 이번 환불 가능액, 최종 환불액, 환불 사유, 환불 수단, 외부 처리 증빙, 쿠폰/마일리지 복원 내역을 최종 확인합니다. Owner(지점장)은 ""처리 완료""로 즉시 확정하고, manager/fc는 ""승인 요청""으로 저장합니다."
notification_channels,알림 채널,canonical,카카오톡 / Push / SMS,,D03-매출관리/매출관리.md,2655,D03-매출관리 매출관리 > DLG-S016 결제링크 발송 > 2. UI 구성,"| 발송 채널 | 회원앱 Push 기본, KakaoTalk fallback 선택. SMS 자동 전환 없음 |"
payment_link_statuses,결제링크 상태값,canonical,결제완료 / 발송실패 / 발송됨 / 무효화 / 만료,,D03-매출관리/운영정책.md,44,D03-매출관리 매출관리 — 운영정책 > 2. 상태 / 운영 정의,- 결제링크 상태값: 발송됨 / 결제완료 / 만료 / 무효화 / 발송실패. 열람됨 상태와 미결제는 결제링크 상태값으로 사용하지 않는다.
payment_link_member_display_status,결제링크 회원상세 표시상태,canonical,미결제 / 발송됨,,D03-매출관리/운영정책.md,45,D03-매출관리 매출관리 — 운영정책 > 2. 상태 / 운영 정의,"- 회원상세 표시상태: 결제링크 발송 후 결제 완료 전 회원상세 결제내역 행에는 미결제만 표시한다. 발송됨은 PAY-06 내부 링크 상태값이며, 화면에는 결제링크 재발송·무효화 버튼 노출 기준으로만 사용한다. 이 미결제 표시는 SCR-S008 미수금의 미결제 상태와 섞지 않는다."
class_types,수업 유형,canonical,PT / GX / 골프 / 기타,4,D04-수업관리/수업관리.md,19,D04-수업관리 수업관리 > 도메인 개요,- 수업 유형은 PT / GX / 골프 / 기타 4종으로 고정합니다.
class_session_types,강습 세션 유형,canonical,PT / GX / 골프 / 기타,4,D04-수업관리/수업관리.md,20,D04-수업관리 수업관리 > 도메인 개요,"- 강습 세션 유형은 PT / GX / 골프 / 기타 4종으로 고정하며, 기본값은 수업 유형과 동일하게 설정합니다. 이 값은 SCR-094 KPI 대시보드의 강습세션수 집계 축입니다."
gx_subcategories,GX 세부종목,canonical,GX 기타 / 필라테스 / 스피닝 / 요가 / 줌바,5,D04-수업관리/수업관리.md,21,D04-수업관리 수업관리 > 도메인 개요,"- GX 세부종목은 요가 / 필라테스 / 스피닝 / 줌바 / GX 기타 5종으로 고정하며, 상품/매출 분류 축입니다. 수업 유형 또는 강습 세션 유형으로 사용하지 않습니다."
generic::SCR-C001::뷰 전환 탭,뷰 전환 탭,generic,월 / 주 / 일 / 목록(list) 뷰 전환 버튼,,D04-수업관리/수업관리.md,35,D04-수업관리 수업관리 > SCR-C001 수업 캘린더 > 2. UI 구성,- 뷰 전환 탭: 월·주·일·목록(list) 뷰 전환 버튼. 뷰에 따라 캘린더 표시 밀도가 달라짐
generic::SCR-C001::탭 내비게이션,탭 내비게이션,generic,일정표 / 수업 관리 / 횟수 관리 / 페널티 관리(건수 / 유효 수업 목록 —,,D04-수업관리/수업관리.md,37,D04-수업관리 수업관리 > SCR-C001 수업 캘린더 > 2. UI 구성,- 탭 내비게이션: 일정표 / 수업 관리 / 횟수 관리 / 페널티 관리(건수 배지) / 유효 수업 목록 — 탭 클릭 시 각 전용 화면으로 이동
generic::SCR-C001::정원 상태 필터,정원 상태 필터,generic,여유 / 마감 버튼 토글,,D04-수업관리/수업관리.md,41,D04-수업관리 수업관리 > SCR-C001 수업 캘린더 > 2. UI 구성,- 정원 상태 필터: 전체 / 여유 / 마감 버튼 토글
class_session_types,강습 세션 유형,canonical,PT / GX / 골프 / 기타,,D04-수업관리/수업관리.md,43,D04-수업관리 수업관리 > SCR-C001 수업 캘린더 > 2. UI 구성,- 강습 세션 유형 필터: PT / GX / 골프 / 기타 복수 선택 가능
generic::SCR-C001::색상 범례,색상 범례,generic,강사별 색상 / 수업 유형별 색상 / 강습 세션 유형별 색상 / 일정 분류별 색상을 화면 하단에 표시,,D04-수업관리/수업관리.md,44,D04-수업관리 수업관리 > SCR-C001 수업 캘린더 > 2. UI 구성,"- 색상 범례: 강사별 색상, 수업 유형별 색상, 강습 세션 유형별 색상, 일정 분류별 색상을 화면 하단에 표시"
generic::SCR-C001::우측 패널,우측 패널,generic,선택한 날짜의 수업 목록을 / 강사 / 시간 / 예약 현황 / 정원 바 포함,,D04-수업관리/수업관리.md,46,D04-수업관리 수업관리 > SCR-C001 수업 캘린더 > 2. UI 구성,- 우측 패널: 선택한 날짜의 수업 목록을 카드 형태로 표시. 수업명·강사·시간·예약 현황·정원 바 포함
class_session_types,강습 세션 유형,canonical,PT / GX / 골프 / 기타,,D04-수업관리/수업관리.md,123,D04-수업관리 수업관리 > SCR-C002 수업 관리 > 2. UI 구성,"- 필터 바: 강사 드롭다운, 장소 드롭다운, 강습 세션 유형(PT/GX/골프/기타)으로 목록 좁히기"
generic::SCR-C002::상태 필터 버튼,상태 필터 버튼,generic,예정 / 진행중 / 완료 / 취소 버튼 토글로 수업 상태별 분류,,D04-수업관리/수업관리.md,124,D04-수업관리 수업관리 > SCR-C002 수업 관리 > 2. UI 구성,- 상태 필터 버튼: 전체 / 예정 / 진행중 / 완료 / 취소 버튼 토글로 수업 상태별 분류
class_session_types,강습 세션 유형,canonical,PT / GX / 골프 / 기타,,D04-수업관리/수업관리.md,125,D04-수업관리 수업관리 > SCR-C002 수업 관리 > 2. UI 구성,"- 수업 목록 테이블: 수업명, 유형(PT/GX/골프/기타), 강습 세션 유형(PT/GX/골프/기타), 강사, 장소, 날짜·시간, 예약 현황(현재/정원), 상태 배지"
generic::SCR-C002::출석 현황 컬럼,출석 현황 컬럼,generic,수업별 출석자 수 / 노쇼 수 한눈에 확인,,D04-수업관리/수업관리.md,127,D04-수업관리 수업관리 > SCR-C002 수업 관리 > 2. UI 구성,- 출석 현황 컬럼: 수업별 출석자 수 / 노쇼 수 한눈에 확인
generic::SCR-C003::수업 선택,수업 선택,generic,등록된 수업 템플릿 드롭다운 (수업명 / 유형 / 정원 자동 연동,,D04-수업관리/수업관리.md,207,D04-수업관리 수업관리 > SCR-C003 시간표 일괄 등록 > 2. UI 구성,"- 수업 선택: 등록된 수업 템플릿 드롭다운 (수업명, 유형, 정원 자동 연동)"
generic::SCR-C004::템플릿 목록,템플릿 목록,generic,수업명 / 유형(GX / 기구필라테스 등 / 정원 / 기본 장소 / 활성 여부를 / 테이블,,D04-수업관리/수업관리.md,287,D04-수업관리 수업관리 > SCR-C004 그룹 수업 템플릿 > 2. UI 구성,"- 템플릿 목록: 수업명, 유형(GX/기구필라테스 등), 정원, 기본 장소, 활성 여부를 카드 또는 테이블로 표시"
class_types,수업 유형,canonical,PT / GX / 골프 / 기타,,D04-수업관리/수업관리.md,361,D04-수업관리 수업관리 > SCR-C005 그룹 수업 현황 > 2. UI 구성,- 수업 유형 필터: 전체·PT·GX·골프·기타 유형별 필터
class_types,수업 유형,canonical,PT / GX / 골프 / 기타,,D04-수업관리/수업관리.md,442,D04-수업관리 수업관리 > SCR-C006 강사 근무 현황 > 2. UI 구성,- 수업 유형별 분포 (PT/GX/골프/기타)
class_session_types,강습 세션 유형,canonical,PT / GX / 골프 / 기타,,D04-수업관리/수업관리.md,443,D04-수업관리 수업관리 > SCR-C006 강사 근무 현황 > 2. UI 구성,- 강습 세션 유형별 분포 (PT/GX/골프/기타)
generic::SCR-C008::탭 구조,탭 구조,generic,페널티 현황 / 정책 설정 두,,D04-수업관리/수업관리.md,593,D04-수업관리 수업관리 > SCR-C008 페널티 관리 > 2. UI 구성,- 탭 구조: 페널티 현황 / 정책 설정 두 탭으로 구성
generic::SCR-C009::요청 유형 필터,요청 유형 필터,generic,변경 요청 / 취소 요청,,D04-수업관리/수업관리.md,679,D04-수업관리 수업관리 > SCR-C009 일정 요청 처리 > 2. UI 구성,- 요청 유형 필터: 전체 / 변경 요청 / 취소 요청
generic::SCR-C009::처리 상태 필터,처리 상태 필터,generic,대기 / 처리 완료,,D04-수업관리/수업관리.md,680,D04-수업관리 수업관리 > SCR-C009 일정 요청 처리 > 2. UI 구성,- 처리 상태 필터: 전체 / 대기 / 처리 완료
generic::SCR-C009::미처리 건수 배지,미처리 건수 배지,generic,화면 상단에 처리 상태가 대기 / 응답대기인 요청 수를 표시,,D04-수업관리/수업관리.md,684,D04-수업관리 수업관리 > SCR-C009 일정 요청 처리 > 2. UI 구성,"- 미처리 건수 배지: 화면 상단에 처리 상태가 대기, 응답대기인 요청 수를 표시합니다. 24시간을 초과한 미처리 요청은 별도 SLA 초과 배지로 함께 표시합니다."
class_session_types,강습 세션 유형,canonical,PT / GX / 골프 / 기타,,D04-수업관리/수업관리.md,873,D04-수업관리 수업관리 > SCR-C011 유효 수업 목록 > 2. UI 구성,"- 수업명, 수업 유형(PT/GX/골프/기타), 강습 세션 유형(PT/GX/골프/기타), 강사명"
generic::SCR-C012::자동 배정 정책 상태,자동 배정 정책 상태,generic,D10 SCR-H1001 대기열 자동 알림 / 배정 정책 ON / OFF를 읽기 전용,,D04-수업관리/수업관리.md,956,D04-수업관리 수업관리 > SCR-C012 대기열 관리 > 2. UI 구성,- 자동 배정 정책 상태: D10 SCR-H1001 대기열 자동 알림/배정 정책 ON/OFF를 읽기 전용 배지로 표시합니다. 본 화면에서는 토글을 변경하지 않습니다.
